acceleration,author_author_img,author_description,author_image_url,author_influence_level,author_name,author_nick,author_topsy_author_url,author_type,author_url,firstpost_date,highlight,influential,metrics,momentum,peak,score,title,trackback_date,trackback_total,type,url
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/1416048607/jcp_2011_normal.jpg,"Plant evolutionary biologist, phylogenomicist, walker of dog, tender of raingardens, Cal/Wisconsin alum, & professor at University of Missouri",http://a0.twimg.com/profile_images/1416048607/jcp_2011_normal.jpg,0,J. Chris Pires,jchrispires,http://topsy.com/twitter/jchrispires?utm_source=otter,twitter,http://twitter.com/jchrispires,"Aug 08, 2012 12:46 (UTC)",Highy recommend! RT @butterflydoc: Looking for serenity in Portland? Try the Japanese gardenâ€_ #esa2012  http://t.co/s23WGjmx,0,,0,0,6.4076,Highy recommend! RT @butterflydoc: Looking for serenity in Portland? Try the Japanese gardenâ€_ #esa2012  http://t.co/s23WGjmx,"Aug 08, 2012 12:46 (UTC)",1,tweet,http://twitter.com/jchrispires/status/233182378665861120
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/2515661772/zh2co75324z31hknps0i_normal.jpeg,"Practicing science synthesis and communication for UW College of the Environment. Fueled by science, yoga, wild places, husband, dogs, gardens, wonderment, joy",http://a0.twimg.com/profile_images/2515661772/zh2co75324z31hknps0i_normal.jpeg,0,Jen Davison,jenedavison,http://topsy.com/twitter/jenedavison?utm_source=otter,twitter,http://twitter.com/jenedavison,"Aug 10, 2012 15:36 (UTC)",M.Kenney at #ESA2012: Are you a scientist? Want to get involved in more policy? Add yourself/expertise to the @OpenCRS http://t.co/MU4dNDNT,0,,0,0,6.40864,M.Kenney at #ESA2012: Are you a scientist? Want to get involved in more policy? Add yourself/expertise to the @OpenCRS http://t.co/MU4dNDNT,"Aug 10, 2012 15:36 (UTC)",1,tweet,http://twitter.com/jenedavison/status/233949851111538688
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/sticky/default_profile_images/default_profile_0_normal.png,,http://a0.twimg.com/sticky/default_profile_images/default_profile_0_normal.png,0,ajf,clumpytree,http://topsy.com/twitter/clumpytree?utm_source=otter,twitter,http://twitter.com/clumpytree,"Aug 10, 2012 18:03 (UTC)","Environment affects grass traits,grass traits affects grasshopper http://t.co/huFiRuAL grasshopper traits affect ecologists traits? #ESA2012",0,,0,0,6.40949,"Environment affects grass traits,grass traits affects grasshopper http://t.co/huFiRuAL grasshopper traits affect ecologists traits? #ESA2012","Aug 10, 2012 18:03 (UTC)",1,tweet,http://twitter.com/clumpytree/status/233986920013787138
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/1377161656/DSC02781_normal.JPG,Ideas for sustainability is a forum to discuss exciting ideas that might help us reach a sustainable future. Visit http://ideas4sustainability.wordpress.com/ ,http://a0.twimg.com/profile_images/1377161656/DSC02781_normal.JPG,0,ideas4sustainability,ideas4sust,http://topsy.com/twitter/ideas4sust?utm_source=otter,twitter,http://twitter.com/ideas4sust,"Aug 06, 2012 23:08 (UTC)","If you want to come up to speed on ecological scenario science, Carpenter suggests Thompson et al BioScience: http://t.co/YJY6QqhW #ESA2012",0,,0,0,6.40999,"If you want to come up to speed on ecological scenario science, Carpenter suggests Thompson et al BioScience: http://t.co/YJY6QqhW #ESA2012","Aug 06, 2012 23:08 (UTC)",1,tweet,http://twitter.com/ideas4sust/status/232614200785108992
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/1377161656/DSC02781_normal.JPG,Ideas for sustainability is a forum to discuss exciting ideas that might help us reach a sustainable future. Visit http://ideas4sustainability.wordpress.com/ ,http://a0.twimg.com/profile_images/1377161656/DSC02781_normal.JPG,0,ideas4sustainability,ideas4sust,http://topsy.com/twitter/ideas4sust?utm_source=otter,twitter,http://twitter.com/ideas4sust,"Aug 09, 2012 15:22 (UTC)","keen to look beyond &quot;straight ecology&quot; this AM? Portl Blr 253, exc speakers on cultural ecosystem services #ESA2012 http://t.co/HBVFHoOp",0,,0,0,6.40999,"keen to look beyond &quot;straight ecology&quot; this AM? Portl Blr 253, exc speakers on cultural ecosystem services #ESA2012 http://t.co/HBVFHoOp","Aug 09, 2012 15:22 (UTC)",1,tweet,http://twitter.com/ideas4sust/status/233584007370117122
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/2515661772/zh2co75324z31hknps0i_normal.jpeg,"Practicing science synthesis and communication for UW College of the Environment. Fueled by science, yoga, wild places, husband, dogs, gardens, wonderment, joy",http://a0.twimg.com/profile_images/2515661772/zh2co75324z31hknps0i_normal.jpeg,0,Jen Davison,jenedavison,http://topsy.com/twitter/jenedavison?utm_source=otter,twitter,http://twitter.com/jenedavison,"Aug 10, 2012 16:05 (UTC)",Next up: M-V.Johnson and how scientists can improve their chances of being heard by policy makers. Sweet! #ESA2012 http://t.co/TWvLgaFf,0,,0,0,6.41093,Next up: M-V.Johnson and how scientists can improve their chances of being heard by policy makers. Sweet! #ESA2012 http://t.co/TWvLgaFf,"Aug 10, 2012 16:05 (UTC)",1,tweet,http://twitter.com/jenedavison/status/233957253449912320
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/2430316266/q4elus3qxs6jhglkkneq_normal.jpeg,"I help people who love science tell their stories. Writer, editor, connector, mastermind.",http://a0.twimg.com/profile_images/2430316266/q4elus3qxs6jhglkkneq_normal.jpeg,0,Eve Rickert,talksciencetome,http://topsy.com/twitter/talksciencetome?utm_source=otter,twitter,http://twitter.com/talksciencetome,"Aug 08, 2012 23:01 (UTC)",Simple tips for scientists to get started on social media from @jebyrnes available at http://t.co/ZBWFnVaF #ESA2012,0,,0,0,6.41788,Simple tips for scientists to get started on social media from @jebyrnes available at http://t.co/ZBWFnVaF #ESA2012,"Aug 08, 2012 23:01 (UTC)",1,tweet,http://twitter.com/talksciencetome/status/233337259292758018
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/1416048607/jcp_2011_normal.jpg,"Plant evolutionary biologist, phylogenomicist, walker of dog, tender of raingardens, Cal/Wisconsin alum, & professor at University of Missouri",http://a0.twimg.com/profile_images/1416048607/jcp_2011_normal.jpg,0,J. Chris Pires,jchrispires,http://topsy.com/twitter/jchrispires?utm_source=otter,twitter,http://twitter.com/jchrispires,"Aug 10, 2012 02:10 (UTC)",Great example of use of social media to de-mystify scientists: http://t.co/wjY7WjAz #ESAsocial #ESA2012,0,,0,0,6.41802,Great example of use of social media to de-mystify scientists: http://t.co/wjY7WjAz #ESAsocial #ESA2012,"Aug 10, 2012 02:10 (UTC)",1,tweet,http://twitter.com/jchrispires/status/233747185823539201
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/sticky/default_profile_images/default_profile_0_normal.png,,http://a0.twimg.com/sticky/default_profile_images/default_profile_0_normal.png,0,ajf,clumpytree,http://topsy.com/twitter/clumpytree?utm_source=otter,twitter,http://twitter.com/clumpytree,"Aug 04, 2012 04:03 (UTC)","@jebyrnes  #ESA2012 Everyone should know about Yubnub, not just ecologists :-) http://t.co/UlkEicW2",0,,0,0,6.41824,"@jebyrnes  #ESA2012 Everyone should know about Yubnub, not just ecologists :-) http://t.co/UlkEicW2","Aug 04, 2012 04:03 (UTC)",1,tweet,http://twitter.com/clumpytree/status/231601156282015745
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/2430316266/q4elus3qxs6jhglkkneq_normal.jpeg,"I help people who love science tell their stories. Writer, editor, connector, mastermind.",http://a0.twimg.com/profile_images/2430316266/q4elus3qxs6jhglkkneq_normal.jpeg,0,Eve Rickert,talksciencetome,http://topsy.com/twitter/talksciencetome?utm_source=otter,twitter,http://twitter.com/talksciencetome,"Aug 10, 2012 17:22 (UTC)",Petes: Highly recommends AAAS Policy Fellowship. Take 150 PhDs/yr. Tenured faculty &amp; retirees can do it too http://t.co/PZz6B0KA #ESA2012,0,,0,0,6.42023,Petes: Highly recommends AAAS Policy Fellowship. Take 150 PhDs/yr. Tenured faculty &amp; retirees can do it too http://t.co/PZz6B0KA #ESA2012,"Aug 10, 2012 17:22 (UTC)",1,tweet,http://twitter.com/talksciencetome/status/233976551002234881
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/1779875975/CM_photo_reduced_normal.jpg,"Open Access Advocate, Senior Editor (PLoS Biology), Consulting Editor (PLoS ONE). Any opinions are my own.",http://a0.twimg.com/profile_images/1779875975/CM_photo_reduced_normal.jpg,0,Catriona MacCallum,catmacoa,http://topsy.com/twitter/catmacoa?utm_source=otter,twitter,http://twitter.com/catmacoa,"Aug 07, 2012 19:59 (UTC)",Marm Kilpatrick wearing original PLOS t-shirt (10 years old!) and still supporting #openaccess - fantastic #ESA2012 http://t.co/2Rvuesng,0,,0,0,6.42173,Marm Kilpatrick wearing original PLOS t-shirt (10 years old!) and still supporting #openaccess - fantastic #ESA2012 http://t.co/2Rvuesng,"Aug 07, 2012 19:59 (UTC)",1,tweet,http://twitter.com/catmacoa/status/232928952115687424
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/2027091867/DataLifeCycle1_normal.jpg,The SciDaC Group is ready to consult with you on your entire data life cycle.,http://a0.twimg.com/profile_images/2027091867/DataLifeCycle1_normal.jpg,0,UVa SciDaC,uvascidac,http://topsy.com/twitter/uvascidac?utm_source=otter,twitter,http://twitter.com/uvascidac,"Aug 06, 2012 19:41 (UTC)",RT @dataoneorg: DataONE WK and SS slides now linked from http://t.co/jSyTSNuk #ESA2012,0,,0,0,6.4229,RT @dataoneorg: DataONE WK and SS slides now linked from http://t.co/jSyTSNuk #ESA2012,"Aug 06, 2012 19:41 (UTC)",1,tweet,http://twitter.com/uvascidac/status/232562028684926976
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/2340110622/5wbp3xwdbyi5f0f7kmi6_normal.jpeg,Develop(mental) biologist who believes in science for everyone. Blog Manager at Scitable #ConfC and President of Cambridge science magazine BlueSci (@BlueSci),http://a0.twimg.com/profile_images/2340110622/5wbp3xwdbyi5f0f7kmi6_normal.jpeg,0,Jonathan Lawson,clearsci,http://topsy.com/twitter/clearsci?utm_source=otter,twitter,http://twitter.com/clearsci,"Aug 09, 2012 15:33 (UTC)",@jacquelyngill @cboettig @treebiology @jenedavison would you like to write about #ESA2012 for @Scitable http://t.co/tPzaPL2U,0,,0,0,6.42341,@jacquelyngill @cboettig @treebiology @jenedavison would you like to write about #ESA2012 for @Scitable http://t.co/tPzaPL2U,"Aug 09, 2012 15:33 (UTC)",1,tweet,http://twitter.com/clearsci/status/233586822331113473
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/2301316285/j0ko7laxfze8agcdvdmh_normal.jpeg,A PhD student thinking about the future of the oceans and how to tweet about it.,http://a0.twimg.com/profile_images/2301316285/j0ko7laxfze8agcdvdmh_normal.jpeg,0,Emily Darling,emilysdarling,http://topsy.com/twitter/emilysdarling?utm_source=otter,twitter,http://twitter.com/emilysdarling,"Aug 09, 2012 03:14 (UTC)","@jebyrnes Coordinating global experiments is way cool! I know of this marine example http://t.co/GAW1Zq0g, are there more? #esa2012",0,,0,0,6.42423,"@jebyrnes Coordinating global experiments is way cool! I know of this marine example http://t.co/GAW1Zq0g, are there more? #esa2012","Aug 09, 2012 03:14 (UTC)",1,tweet,http://twitter.com/emilysdarling/status/233400811684782080
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/1791597671/alfie_normal.jpg,"Kaka researcher, runner, intrepid traveller, cupcake baker...working on being able to do all these simultaneously ",http://a0.twimg.com/profile_images/1791597671/alfie_normal.jpg,0,Kerry Charles,kerryecharles,http://topsy.com/twitter/kerryecharles?utm_source=otter,twitter,http://twitter.com/kerryecharles,"Aug 09, 2012 21:25 (UTC)",Deadly pussies kill more often than owners think http://t.co/8YaXCGyx #ESA2012 via @esa_org,0,,0,0,6.42431,Deadly pussies kill more often than owners think http://t.co/8YaXCGyx #ESA2012 via @esa_org,"Aug 09, 2012 21:25 (UTC)",1,tweet,http://twitter.com/kerryecharles/status/233675270849191936
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/1416048607/jcp_2011_normal.jpg,"Plant evolutionary biologist, phylogenomicist, walker of dog, tender of raingardens, Cal/Wisconsin alum, & professor at University of Missouri",http://a0.twimg.com/profile_images/1416048607/jcp_2011_normal.jpg,0,J. Chris Pires,jchrispires,http://topsy.com/twitter/jchrispires?utm_source=otter,twitter,http://twitter.com/jchrispires,"Aug 06, 2012 22:27 (UTC)",Slides from today&#39;s #esasocial workshop http://t.co/xjFBg0DZ #ESA2012,0,,0,0,6.42585,Slides from today&#39;s #esasocial workshop http://t.co/xjFBg0DZ #ESA2012,"Aug 06, 2012 22:27 (UTC)",1,tweet,http://twitter.com/jchrispires/status/232603783669104640
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/2515661772/zh2co75324z31hknps0i_normal.jpeg,"Practicing science synthesis and communication for UW College of the Environment. Fueled by science, yoga, wild places, husband, dogs, gardens, wonderment, joy",http://a0.twimg.com/profile_images/2515661772/zh2co75324z31hknps0i_normal.jpeg,0,Jen Davison,jenedavison,http://topsy.com/twitter/jenedavison?utm_source=otter,twitter,http://twitter.com/jenedavison,"Aug 06, 2012 22:35 (UTC)",Slides from today&#39;s #esasocial workshop http://t.co/xjFBg0DZ #ESA2012,0,,0,0,6.42585,Slides from today&#39;s #esasocial workshop http://t.co/xjFBg0DZ #ESA2012,"Aug 06, 2012 22:35 (UTC)",1,tweet,http://twitter.com/jenedavison/status/232605784905744384
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/2332075641/dhh9yympglcinw9fiah9_normal.jpeg,"Marine biologist researching plankton and plastic in the North Pacific Gyre, science communicator, blogger at #DeepSN, and general enthusiast.",http://a0.twimg.com/profile_images/2332075641/dhh9yympglcinw9fiah9_normal.jpeg,0,Miriam Goldstein,miriamgoldste,http://topsy.com/twitter/miriamgoldste?utm_source=otter,twitter,http://twitter.com/miriamgoldste,"Aug 06, 2012 22:45 (UTC)",Slides from today&#39;s #esasocial workshop http://t.co/xjFBg0DZ #ESA2012,0,,0,0,6.42585,Slides from today&#39;s #esasocial workshop http://t.co/xjFBg0DZ #ESA2012,"Aug 06, 2012 22:45 (UTC)",1,tweet,http://twitter.com/miriamgoldste/status/232608281829449728
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/927181741/FxCam_1274218153801_normal.jpg,,http://a0.twimg.com/profile_images/927181741/FxCam_1274218153801_normal.jpg,0,microbe89,microbe89,http://topsy.com/twitter/microbe89?utm_source=otter,twitter,http://twitter.com/microbe89,"Aug 07, 2012 03:48 (UTC)",Slides from today&#39;s #esasocial workshop http://t.co/xjFBg0DZ #ESA2012,0,,0,0,6.42585,Slides from today&#39;s #esasocial workshop http://t.co/xjFBg0DZ #ESA2012,"Aug 07, 2012 03:48 (UTC)",1,tweet,http://twitter.com/microbe89/status/232684673766150145
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/2515661772/zh2co75324z31hknps0i_normal.jpeg,"Practicing science synthesis and communication for UW College of the Environment. Fueled by science, yoga, wild places, husband, dogs, gardens, wonderment, joy",http://a0.twimg.com/profile_images/2515661772/zh2co75324z31hknps0i_normal.jpeg,0,Jen Davison,jenedavison,http://topsy.com/twitter/jenedavison?utm_source=otter,twitter,http://twitter.com/jenedavison,"Aug 08, 2012 17:50 (UTC)","Next up, Denise Lach (http://t.co/VDXOxjju) talking about salmon as a crucible! #ESA2012",0,,0,0,6.42687,"Next up, Denise Lach (http://t.co/VDXOxjju) talking about salmon as a crucible! #ESA2012","Aug 08, 2012 17:50 (UTC)",1,tweet,http://twitter.com/jenedavison/status/233258890773528576
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/2514573568/wuhgdep31t00zj3p5b4q_normal.jpeg,@@you were not created to live a little@@,http://a0.twimg.com/profile_images/2514573568/wuhgdep31t00zj3p5b4q_normal.jpeg,0,chdrapratapsingh,chandra3112,http://topsy.com/twitter/chandra3112?utm_source=otter,twitter,http://twitter.com/chandra3112,"Aug 10, 2012 01:35 (UTC)",Hey watch #ESA2012 Public Participation in Scientific Research interviews on youtube channel #CitizenScience http://t.co/Gzp4W6Mv UChTg,0,,0,0,6.42748,Hey watch #ESA2012 Public Participation in Scientific Research interviews on youtube channel #CitizenScience http://t.co/Gzp4W6Mv UChTg,"Aug 10, 2012 01:35 (UTC)",1,tweet,http://twitter.com/chandra3112/status/233738371569160192
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/1641312622/michwiscunion_normal.jpg,"Urban ecologist modeling vacant land sequestration of carbon, nitrogen, and phosphorus, while providing jobs and ameliorating CSO pressures in Great Lakes",http://a0.twimg.com/profile_images/1641312622/michwiscunion_normal.jpg,0,Ted Auch,lsarpp,http://topsy.com/twitter/lsarpp?utm_source=otter,twitter,http://twitter.com/lsarpp,"Aug 08, 2012 22:46 (UTC)","Teachers doing harm to the environment, spreading invasive species, study says | Vancouver Sun #ESA2012 http://t.co/861puP6e",0,,0,0,6.43029,"Teachers doing harm to the environment, spreading invasive species, study says | Vancouver Sun #ESA2012 http://t.co/861puP6e","Aug 08, 2012 22:46 (UTC)",1,tweet,http://twitter.com/lsarpp/status/233333316571496448
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/2515661772/zh2co75324z31hknps0i_normal.jpeg,"Practicing science synthesis and communication for UW College of the Environment. Fueled by science, yoga, wild places, husband, dogs, gardens, wonderment, joy",http://a0.twimg.com/profile_images/2515661772/zh2co75324z31hknps0i_normal.jpeg,0,Jen Davison,jenedavison,http://topsy.com/twitter/jenedavison?utm_source=otter,twitter,http://twitter.com/jenedavison,"Aug 08, 2012 21:16 (UTC)",.@thebenshi &#39;s project &quot;The S Factor&quot; is part of @theAGU : http://t.co/aWoFM3ny #ESA2012,0,,0,0,6.43097,.@thebenshi &#39;s project &quot;The S Factor&quot; is part of @theAGU : http://t.co/aWoFM3ny #ESA2012,"Aug 08, 2012 21:16 (UTC)",1,tweet,http://twitter.com/jenedavison/status/233310839707418624
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/2430316266/q4elus3qxs6jhglkkneq_normal.jpeg,"I help people who love science tell their stories. Writer, editor, connector, mastermind.",http://a0.twimg.com/profile_images/2430316266/q4elus3qxs6jhglkkneq_normal.jpeg,0,Eve Rickert,talksciencetome,http://topsy.com/twitter/talksciencetome?utm_source=otter,twitter,http://twitter.com/talksciencetome,"Aug 09, 2012 14:47 (UTC)",My blog post on Mark Neff&#39;s Tuesday talk on scientists as policy-makers is up: http://t.co/znHPZofn #ESA2012,0,,0,0,6.4316,My blog post on Mark Neff&#39;s Tuesday talk on scientists as policy-makers is up: http://t.co/znHPZofn #ESA2012,"Aug 09, 2012 14:47 (UTC)",1,tweet,http://twitter.com/talksciencetome/status/233575263315824640
